2017.12.27,14:45,0.98858,0.98927,0.98843,0.98916,1113
2017.12.27,15:00,0.98914,0.98974,0.98906,0.98960,756
2017.12.27,15:15,0.98959,0.98970,0.98940,0.98944,729
2017.12.27,15:30,0.98943,0.98954,0.98915,0.98949,829
2017.12.27,15:45,0.98948,0.98958,0.98880,0.98913,1066
2017.12.27,16:00,0.98913,0.98950,0.98850,0.98851,1607
2017.12.27,16:15,0.98852,0.98889,0.98840,0.98872,1143
2017.12.27,16:30,0.98874,0.98913,0.98830,0.98893,2601
2017.12.27,16:45,0.98893,0.98894,0.98773,0.98775,5762
2017.12.27,17:00,0.98775,0.98790,0.98735,0.98753,1598
2017.12.27,17:15,0.98752,0.98813,0.98747,0.98801,997
2017.12.27,17:30,0.98800,0.98821,0.98783,0.98795,878
2017.12.27,17:45,0.98795,0.98827,0.98775,0.98805,1369
2017.12.27,18:00,0.98806,0.98905,0.98806,0.98840,1423
2017.12.27,18:15,0.98839,0.98846,0.98794,0.98811,1070
2017.12.27,18:30,0.98811,0.98831,0.98739,0.98740,1188
2017.12.27,18:45,0.98740,0.98740,0.98701,0.98720,1092
2017.12.27,19:00,0.98721,0.98724,0.98674,0.98723,911
2017.12.27,19:15,0.98723,0.98727,0.98644,0.98682,916
2017.12.27,19:30,0.98682,0.98695,0.98661,0.98689,690
2017.12.27,19:45,0.98690,0.98695,0.98638,0.98683,1001
2017.12.27,20:00,0.98684,0.98720,0.98671,0.98700,996
2017.12.27,20:15,0.98701,0.98704,0.98651,0.98652,636
2017.12.27,20:30,0.98653,0.98671,0.98600,0.98634,686
2017.12.27,20:45,0.98635,0.98637,0.98619,0.98634,607
2017.12.27,21:00,0.98634,0.98653,0.98614,0.98645,674
2017.12.27,21:15,0.98645,0.98655,0.98625,0.98654,636
2017.12.27,21:30,0.98655,0.98684,0.98643,0.98680,809
2017.12.27,21:45,0.98680,0.98682,0.98646,0.98657,846
2017.12.27,22:00,0.98654,0.98671,0.98651,0.98663,665
2017.12.27,22:15,0.98664,0.98680,0.98646,0.98666,629
2017.12.27,22:30,0.98666,0.98681,0.98658,0.98670,422
2017.12.27,22:45,0.98671,0.98687,0.98664,0.98675,525
2017.12.27,23:00,0.98677,0.98689,0.98652,0.98656,285
2017.12.27,23:15,0.98657,0.98671,0.98648,0.98662,193
2017.12.27,23:30,0.98661,0.98672,0.98646,0.98649,339
2017.12.27,23:45,0.98649,0.98657,0.98624,0.98628,1057
2017.12.28,00:00,0.98604,0.98604,0.98494,0.98558,971
2017.12.28,00:15,0.98558,0.98593,0.98548,0.98548,1300
2017.12.28,00:30,0.98548,0.98578,0.98536,0.98568,6531
2017.12.28,00:45,0.98569,0.98575,0.98521,0.98553,2552
2017.12.28,01:00,0.98551,0.98580,0.98549,0.98557,1203
2017.12.28,01:15,0.98557,0.98589,0.98557,0.98564,1807
2017.12.28,01:30,0.98565,0.98581,0.98551,0.98568,508
2017.12.28,01:45,0.98569,0.98599,0.98567,0.98587,820
2017.12.28,02:00,0.98582,0.98602,0.98566,0.98600,854
2017.12.28,02:15,0.98597,0.98597,0.98575,0.98577,441
2017.12.28,02:30,0.98577,0.98579,0.98562,0.98564,348
2017.12.28,02:45,0.98564,0.98572,0.98542,0.98562,561
2017.12.28,03:00,0.98562,0.98575,0.98545,0.98567,534
2017.12.28,03:15,0.98567,0.98574,0.98557,0.98569,566
2017.12.28,03:30,0.98569,0.98569,0.98551,0.98553,196
2017.12.28,03:45,0.98549,0.98556,0.98541,0.98548,353
2017.12.28,04:00,0.98549,0.98557,0.98542,0.98550,748
2017.12.28,04:15,0.98551,0.98566,0.98549,0.98549,374
2017.12.28,04:30,0.98550,0.98558,0.98546,0.98551,319
2017.12.28,04:45,0.98553,0.98554,0.98512,0.98515,412
2017.12.28,05:00,0.98514,0.98516,0.98499,0.98500,207
2017.12.28,05:15,0.98501,0.98513,0.98476,0.98483,312
2017.12.28,05:30,0.98483,0.98492,0.98481,0.98486,210
2017.12.28,05:45,0.98486,0.98491,0.98479,0.98483,259
2017.12.28,06:00,0.98484,0.98490,0.98469,0.98474,326
2017.12.28,06:15,0.98474,0.98477,0.98444,0.98454,460
2017.12.28,06:30,0.98454,0.98471,0.98451,0.98456,365
2017.12.28,06:45,0.98457,0.98462,0.98407,0.98417,463
2017.12.28,07:00,0.98417,0.98425,0.98390,0.98393,401
2017.12.28,07:15,0.98393,0.98394,0.98289,0.98307,840
2017.12.28,07:30,0.98309,0.98310,0.98252,0.98266,805
2017.12.28,07:45,0.98266,0.98270,0.98246,0.98250,2217
2017.12.28,08:00,0.98251,0.98284,0.98247,0.98279,758
2017.12.28,08:15,0.98278,0.98278,0.98253,0.98259,656
2017.12.28,08:30,0.98258,0.98263,0.98235,0.98238,1367
2017.12.28,08:45,0.98238,0.98240,0.98198,0.98234,3010
2017.12.28,09:00,0.98234,0.98248,0.98149,0.98169,1965
2017.12.28,09:15,0.98168,0.98174,0.98150,0.98171,1391
2017.12.28,09:30,0.98172,0.98196,0.98097,0.98115,1102
2017.12.28,09:45,0.98115,0.98116,0.97997,0.98021,2006
2017.12.28,10:00,0.98022,0.98076,0.97974,0.98044,1474
2017.12.28,10:15,0.98043,0.98139,0.98041,0.98127,1067
2017.12.28,10:30,0.98126,0.98166,0.98066,0.98077,2318
2017.12.28,10:45,0.98076,0.98117,0.98042,0.98043,1793
2017.12.28,11:00,0.98045,0.98160,0.98043,0.98149,1728
2017.12.28,11:15,0.98148,0.98154,0.98058,0.98094,1707
2017.12.28,11:30,0.98095,0.98165,0.98094,0.98156,1288
2017.12.28,11:45,0.98156,0.98162,0.98097,0.98108,3594
2017.12.28,12:00,0.98109,0.98114,0.98055,0.98063,1056
2017.12.28,12:15,0.98064,0.98070,0.97989,0.98042,1824
2017.12.28,12:30,0.98042,0.98137,0.98038,0.98117,1255
2017.12.28,12:45,0.98117,0.98118,0.98042,0.98056,1368
2017.12.28,13:00,0.98055,0.98075,0.98024,0.98058,948
2017.12.28,13:15,0.98057,0.98058,0.98003,0.98007,642
2017.12.28,13:30,0.98007,0.98011,0.97943,0.97946,804
2017.12.28,13:45,0.97946,0.97989,0.97940,0.97971,660
2017.12.28,14:00,0.97971,0.98028,0.97962,0.98016,608
2017.12.28,14:15,0.98016,0.98060,0.97973,0.98050,806
2017.12.28,14:30,0.98050,0.98052,0.98011,0.98044,612
2017.12.28,14:45,0.98044,0.98071,0.98013,0.98020,903
2017.12.28,15:00,0.98021,0.98065,0.97984,0.98061,1141
2017.12.28,15:15,0.98061,0.98105,0.98001,0.98005,1027
2017.12.28,15:30,0.98007,0.98069,0.97990,0.98040,908
2017.12.28,15:45,0.98040,0.98045,0.97984,0.97992,869
2017.12.28,16:00,0.97991,0.97993,0.97872,0.97878,1387
2017.12.28,16:15,0.97877,0.97908,0.97858,0.97875,974
2017.12.28,16:30,0.97875,0.97915,0.97847,0.97857,1926
2017.12.28,16:45,0.97857,0.97889,0.97846,0.97889,1477
2017.12.28,17:00,0.97888,0.97894,0.97829,0.97851,1316
2017.12.28,17:15,0.97852,0.97856,0.97793,0.97795,1369
2017.12.28,17:30,0.97795,0.97880,0.97795,0.97851,957
2017.12.28,17:45,0.97846,0.97905,0.97823,0.97902,1512
2017.12.28,18:00,0.97902,0.97916,0.97837,0.97903,1778
2017.12.28,18:15,0.97903,0.97924,0.97869,0.97880,1244
2017.12.28,18:30,0.97878,0.97889,0.97762,0.97804,1616
2017.12.28,18:45,0.97805,0.97805,0.97713,0.97744,1444
2017.12.28,19:00,0.97744,0.97816,0.97744,0.97801,1451
2017.12.28,19:15,0.97802,0.97815,0.97769,0.97811,826
2017.12.28,19:30,0.97811,0.97829,0.97762,0.97817,1034
2017.12.28,19:45,0.97819,0.97874,0.97816,0.97829,865
2017.12.28,20:00,0.97828,0.97845,0.97819,0.97837,679
2017.12.28,20:15,0.97837,0.97845,0.97833,0.97839,423
2017.12.28,20:30,0.97839,0.97880,0.97824,0.97828,709
2017.12.28,20:45,0.97828,0.97829,0.97792,0.97797,511
2017.12.28,21:00,0.97797,0.97827,0.97797,0.97821,527
2017.12.28,21:15,0.97822,0.97823,0.97798,0.97809,589
2017.12.28,21:30,0.97810,0.97839,0.97795,0.97834,786
2017.12.28,21:45,0.97835,0.97835,0.97806,0.97815,649
2017.12.28,22:00,0.97816,0.97854,0.97809,0.97853,505
2017.12.28,22:15,0.97853,0.97861,0.97826,0.97833,440
2017.12.28,22:30,0.97835,0.97892,0.97834,0.97891,492
2017.12.28,22:45,0.97892,0.97902,0.97873,0.97902,806
2017.12.28,23:00,0.97884,0.97884,0.97846,0.97849,459
2017.12.28,23:15,0.97850,0.97868,0.97848,0.97859,299
2017.12.28,23:30,0.97859,0.97865,0.97855,0.97863,341
2017.12.28,23:45,0.97863,0.97869,0.97772,0.97778,324
2017.12.29,00:00,0.97782,0.98031,0.97712,0.97712,74
2017.12.29,00:15,0.97712,0.97840,0.97616,0.97810,122
2017.12.29,00:30,0.97851,0.97972,0.97743,0.97799,9790
2017.12.29,00:45,0.97807,0.97912,0.97706,0.97835,1917
2017.12.29,01:00,0.97835,0.97873,0.97806,0.97857,419
2017.12.29,01:15,0.97858,0.97860,0.97844,0.97845,120
2017.12.29,01:30,0.97845,0.97865,0.97833,0.97863,373
2017.12.29,01:45,0.97864,0.97878,0.97862,0.97877,181
2017.12.29,02:00,0.97878,0.97881,0.97825,0.97828,466
2017.12.29,02:15,0.97828,0.97842,0.97824,0.97834,616
2017.12.29,02:30,0.97833,0.97833,0.97811,0.97813,137
2017.12.29,02:45,0.97812,0.97814,0.97786,0.97806,445
2017.12.29,03:00,0.97806,0.97812,0.97751,0.97752,703
2017.12.29,03:15,0.97753,0.97783,0.97747,0.97755,908
2017.12.29,03:30,0.97755,0.97814,0.97753,0.97806,592
2017.12.29,03:45,0.97804,0.97806,0.97788,0.97797,326
2017.12.29,04:00,0.97797,0.97821,0.97777,0.97817,375
2017.12.29,04:15,0.97816,0.97875,0.97813,0.97870,443
2017.12.29,04:30,0.97870,0.97890,0.97862,0.97875,604
2017.12.29,04:45,0.97874,0.97887,0.97834,0.97839,643
2017.12.29,05:00,0.97840,0.97872,0.97837,0.97857,415
2017.12.29,05:15,0.97857,0.97860,0.97839,0.97850,195
2017.12.29,05:30,0.97851,0.97859,0.97850,0.97854,181
2017.12.29,05:45,0.97853,0.97871,0.97851,0.97864,299
2017.12.29,06:00,0.97863,0.97870,0.97839,0.97847,262
2017.12.29,06:15,0.97845,0.97848,0.97829,0.97835,281
2017.12.29,06:30,0.97835,0.97848,0.97822,0.97847,178
2017.12.29,06:45,0.97847,0.97868,0.97847,0.97849,217
